No,Nama,Jabatan Lama,Jabatan Baru
448,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tegal,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Sawah Besar Dua
449,*****,Pelaksana Kantor Pelayanan Pajak Pratama Maros,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kemayoran
450,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sibolga,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kemayoran
451,*****,"Pelaksana Kantor Wilayah DJP Papua, Papua Barat, dan Maluku",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kemayoran
452,*****,Pelaksana Kantor Pelayanan Pajak Pratama Yogyakarta,Pelaksana Kantor Wilayah DJP Jakarta Barat
453,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cicadas,Pelaksana Kantor Wilayah DJP Jakarta Barat
454,*****,"Pelaksana Kantor Wilayah DJP Sulawesi Selatan, Barat, dan Tenggara",Pelaksana Kantor Wilayah DJP Jakarta Barat
455,*****,Pelaksana Kantor Pelayanan Pajak Pratama Makassar Utara,Pelaksana Kantor Wilayah DJP Jakarta Barat
456,*****,Pelaksana Kantor Pelayanan Pajak Pratama Makassar Barat,Pelaksana Kantor Wilayah DJP Jakarta Barat
457,*****,Pelaksana Kantor Wilayah DJP Bali,Pelaksana Kantor Wilayah DJP Jakarta Barat
458,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cibeunying,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Barat
459,*****,Pelaksana Kantor Pelayanan Pajak Madya Tangerang,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Barat
460,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cibeunying,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Barat
461,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tobelo,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Barat
462,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tahuna,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Barat
463,*****,Pelaksana Kantor Pelayanan Pajak Madya Balikpapan,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Barat
464,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bogor,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Barat
465,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cileungsi,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Barat
466,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Cibeunying,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Barat
467,*****,Pelaksana Kantor Pelayanan Pajak Pratama Kolaka,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Barat
468,*****,Pelaksana Kantor Pelayanan Pajak Pratama Dumai,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Barat
469,*****,Pelaksana Kantor Pelayanan Pajak Pratama Majene,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Barat
470,*****,Pelaksana Kantor Pelayanan Pajak Pratama Mamuju,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Palmerah
471,*****,Pelaksana Kantor Pelayanan Pajak Pratama Medan Polonia,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Palmerah
472,*****,Pelaksana Kantor Pelayanan Pajak Pratama Medan Polonia,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Palmerah
473,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Bojonagara,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tamansari
474,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bengkulu Satu,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tamansari
475,*****,Pelaksana Direktorat Pemeriksaan dan Penagihan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tambora
476,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Takalar Kantor Pelayanan Pajak Pratama Bantaeng",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tambora
477,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Gayamsari,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tambora
478,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Selat Panjang Kantor Pelayanan Pajak Pratama Bengkalis",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cengkareng
479,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Benteng Kantor Pelayanan Pajak Pratama Bulukumba",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cengkareng
480,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tulungagung,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebon Jeruk Satu
481,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bantul,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebon Jeruk Satu
482,*****,Pelaksana Kantor Pengolahan Data dan Dokumen Perpajakan Makassar,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebon Jeruk Satu
483,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Ubud Kantor Pelayanan Pajak Pratama Gianyar",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebon Jeruk Satu
484,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bireuen,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebon Jeruk Dua
485,*****,Pelaksana Kantor Wilayah DJP Jawa Timur II,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebon Jeruk Dua
486,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tulungagung,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Grogol Petamburan
487,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Gayamsari,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Grogol Petamburan
488,*****,Pelaksana Kantor Pelayanan Pajak Pratama Kuningan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Grogol Petamburan
489,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jombang,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Grogol Petamburan
490,*****,Pelaksana Kantor Pelayanan Pajak Pratama Badung Utara,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kalideres
491,*****,Pelaksana Kantor Pelayanan Pajak Pratama Purwokerto,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kembangan
492,*****,Pelaksana Kantor Pelayanan Pajak Pratama Salatiga,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kembangan
493,*****,Pelaksana Kantor Wilayah DJP Kalimantan Barat,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kembangan
494,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jepara,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kembangan
495,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jatinegara,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kembangan
496,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Gubeng,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
497,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah II,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
498,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Bandung,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
499,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Wonogiri Kantor Pelayanan Pajak Pratama Sukoharjo",Pelaksana Kantor Wilayah DJP Jakarta Selatan I
500,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah I,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
501,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pasuruan,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
502,*****,Pelaksana Kantor Wilayah DJP Jawa Timur III,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
503,*****,Pelaksana Kantor Wilayah DJP Jawa Timur II,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
504,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pematang Siantar,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
505,*****,Pelaksana Kantor Pelayanan Pajak Pratama Padang Sidempuan,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
506,*****,Pelaksana Kantor Pelayanan Pajak Pratama Wates,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
507,*****,Pelaksana Pusat Pengolahan Data dan Dokumen Perpajakan,Pelaksana Kantor Wilayah DJP Jakarta Selatan I
508,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tulungagung,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I
509,*****,Pelaksana Kantor Pelayanan Pajak Madya Sidoarjo,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I
510,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pandeglang,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I
511,*****,Pelaksana Kantor Pelayanan Pajak Pratama Mojokerto,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I
512,*****,Pelaksana Kantor Pelayanan Pajak Pratama Kebumen,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I
513,*****,Pelaksana Kantor Pelayanan Pajak Madya Medan,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan I
514,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Tidore Kantor Pelayanan Pajak Pratama Ternate",Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan I
515,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Bangil Kantor Pelayanan Pajak Pratama Pasuruan",Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan I
516,*****,Pelaksana Kantor Wilayah DJP Sumatera Utara II,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan I
517,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Medan,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan I
518,*****,Pelaksana Kantor Wilayah DJP Sumatera Utara I,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan I
519,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cimahi,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu
520,*****,Pelaksana Kantor Pelayanan Pajak Madya Sidoarjo,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu
521,*****,Pelaksana Kantor Pelayanan Pajak Pratama Rantau Prapat,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu
522,*****,Pelaksana Kantor Wilayah DJP Sumatera Utara II,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu
523,*****,Pelaksana Kantor Pelayanan Pajak Pratama Medan Barat,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu
524,*****,Pelaksana Kantor Pelayanan Pajak Pratama Medan Timur,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Dua
525,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bangkalan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Dua
526,*****,Pelaksana Kantor Pelayanan Pajak Pratama Toli Toli,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Dua
527,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ternate,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Dua
528,*****,Pelaksana Kantor Pelayanan Pajak Pratama Toli Toli,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Dua
529,*****,Pelaksana Kantor Wilayah DJP Jawa Timur I,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Tiga
530,*****,Pelaksana Kantor Pelayanan Pajak Pratama Madiun,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Tiga
531,*****,Pelaksana Kantor Pelayanan Pajak Pratama Gorontalo,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Tiga
532,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Candisari,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Mampang Prapatan
533,*****,Pelaksana Direktorat Kepatuhan Internal dan Transformasi Sumber Daya Aparatur,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Mampang Prapatan
534,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cileungsi,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tebet
535,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukabumi,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tebet
536,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Selatan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tebet
537,*****,"Pelaksana Kantor Wilayah DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tebet
538,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jember,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pancoran
539,*****,Pelaksana Kantor Pelayanan Pajak Pratama Banjarmasin,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pancoran
540,*****,Pelaksana Kantor Wilayah DJP Jawa Timur III,Pelaksana Kantor Wilayah DJP Jakarta Selatan II
541,*****,Pelaksana Kantor Wilayah DJP Jawa Timur II,Pelaksana Kantor Wilayah DJP Jakarta Selatan II
542,*****,Pelaksana Kantor Wilayah DJP Jawa Timur III,Pelaksana Kantor Wilayah DJP Jakarta Selatan II
543,*****,Pelaksana Kantor Wilayah DJP Jawa Timur III,Pelaksana Kantor Wilayah DJP Jakarta Selatan II
544,*****,Pelaksana Pusat Pengolahan Data dan Dokumen Perpajakan,Pelaksana Kantor Wilayah DJP Jakarta Selatan II
545,*****,Pelaksana Pusat Pengolahan Data dan Dokumen Perpajakan,Pelaksana Kantor Wilayah DJP Jakarta Selatan II
546,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Karangpilang,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan II
547,*****,Pelaksana Kantor Pelayanan Pajak Pratama Depok Cimanggis,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan II
548,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukoharjo,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan II
549,*****,Pelaksana Kantor Pelayanan Pajak Pratama Wonosari,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan II
550,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Menteng Dua,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan II
551,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Surabaya,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Selatan II
552,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Selatan II,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan II
553,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Gubeng,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan II
554,*****,Pelaksana Kantor Pelayanan Pajak Pratama Purbalingga,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Selatan II
555,*****,"Pelaksana Kantor Wilayah DJP Papua, Papua Barat, dan Maluku",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Baru Satu
556,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandar Lampung Satu,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Baru Dua
557,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Marissa Kantor Pelayanan Pajak Pratama Gorontalo",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Baru Dua
558,*****,Pelaksana Kantor Pelayanan Pajak Madya Tangerang,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Lama
559,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tulungagung,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Lama
560,*****,Pelaksana Kantor Wilayah DJP Jawa Timur III,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Lama
561,*****,Pelaksana Direktorat Kepatuhan Internal dan Transformasi Sumber Daya Aparatur,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pesanggrahan
562,*****,Pelaksana Kantor Pelayanan Pajak Pratama Wonosari,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pesanggrahan
563,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tulungagung,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pesanggrahan
564,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pondok Gede,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pesanggrahan
565,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tebing Tinggi,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu
566,*****,"Pelaksana Kantor Wilayah DJP Papua, Papua Barat, dan Maluku",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu
567,*****,"Pelaksana Kantor Wilayah DJP Papua, Papua Barat, dan Maluku",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu
568,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bandung Bojonagara,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
569,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
570,*****,Pelaksana Kantor Pelayanan Pajak Pratama Majalaya,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
571,*****,Pelaksana Kantor Pelayanan Pajak Pratama Wates,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
572,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Semarang,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
573,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Sawahan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
574,*****,"Pelaksana Kantor Wilayah DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
575,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jayapura,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa
576,*****,Pelaksana Direktorat Pemeriksaan dan Penagihan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cilandak
577,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Semarang,Pelaksana Kantor Wilayah DJP Jakarta Timur
578,*****,Pelaksana Kantor Wilayah DJP Jawa Timur I,Pelaksana Kantor Wilayah DJP Jakarta Timur
579,*****,Pelaksana Kantor Wilayah DJP Jawa Barat II,Pelaksana Kantor Wilayah DJP Jakarta Timur
580,*****,Pelaksana Kantor Wilayah DJP Jawa Barat I,Pelaksana Kantor Wilayah DJP Jakarta Timur
581,*****,Pelaksana Kantor Wilayah DJP Daerah Istimewa Yogyakarta,Pelaksana Kantor Wilayah DJP Jakarta Timur
582,*****,Pelaksana Kantor Pelayanan Pajak Pratama Banjarbaru,Pelaksana Kantor Wilayah DJP Jakarta Timur
583,*****,Pelaksana Kantor Pelayanan Pajak Madya Bandar Lampung,Pelaksana Kantor Wilayah DJP Jakarta Timur
584,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cimahi,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Timur
585,*****,Pelaksana Kantor Pelayanan Pajak Pratama Soreang,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Timur
586,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tegal,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Timur
587,*****,Pelaksana Kantor Pelayanan Pajak Pratama Klaten,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Timur
588,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Timur
589,*****,Pelaksana Kantor Wilayah DJP Jawa Tengah II,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Timur
590,*****,"Pelaksana Kantor Wilayah DJP Papua, Papua Barat, dan Maluku",Pelaksana Kantor Pelayanan Pajak Madya Jakarta Timur
591,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cirebon Satu,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
592,*****,Pelaksana Kantor Pelayanan Pajak Pratama Tegal,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
593,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sidoarjo Barat,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
594,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surabaya Mulyorejo,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
595,*****,Pelaksana Kantor Pelayanan Pajak Pratama Malang Selatan,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
596,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukoharjo,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
597,*****,Pelaksana Kantor Pelayanan Pajak Pratama Batang,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
598,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Surabaya,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
599,*****,Pelaksana Kantor Pelayanan Pajak Pratama Banjarmasin,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Timur
600,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pamekasan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Matraman
601,*****,Pelaksana Kantor Wilayah DJP Daerah Istimewa Yogyakarta,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jatinegara
602,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palopo,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Jatinegara
603,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Bagansiapiapi Kantor Pelayanan Pajak Pratama Dumai",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pulogadung
604,*****,Pelaksana Kantor Pelayanan Pajak Pratama Serpong,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pulogadung
605,*****,Pelaksana Kantor Pelayanan Pajak Pratama Malang Selatan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pulogadung
606,*****,Pelaksana Kantor Pelayanan Pajak Pratama Medan Belawan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pulogadung
607,*****,Pelaksana Direktorat Peraturan Perpajakan II,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cakung
608,*****,Pelaksana Kantor Pelayanan Pajak Pratama Malang Utara,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cakung
609,*****,Pelaksana Kantor Pelayanan Pajak Pratama Batu,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cakung
610,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cilacap,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cakung
611,*****,Pelaksana Kantor Wilayah DJP Jawa Timur III,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cakung
612,*****,Pelaksana Kantor Pelayanan Pajak Pratama Magelang,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cakung
613,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cianjur,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Cakung
614,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sleman,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kramat Jati
615,*****,Pelaksana Kantor Pelayanan Pajak Pratama Kendari,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kramat Jati
616,*****,Pelaksana Kantor Pelayanan Pajak Pratama Metro,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Duren Sawit
617,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Baru Dua,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Duren Sawit
618,*****,Pelaksana Kantor Pelayanan Pajak Pratama Baubau,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Duren Sawit
619,*****,Pelaksana Direktorat Peraturan Perpajakan II,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Rebo
620,*****,"Pelaksana Kantor Pelayanan, Penyuluhan, dan Konsultasi Perpajakan Lumajang Kantor Pelayanan Pajak Pratama Probolinggo",Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Rebo
621,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palu,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Pasar Rebo
622,*****,Pelaksana Kantor Pelayanan Pajak Pratama Magelang,Pelaksana Kantor Wilayah DJP Jakarta Utara
623,*****,Pelaksana Kantor Pelayanan Pajak Pratama Temanggung,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Utara
624,*****,Pelaksana Kantor Pelayanan Pajak Pratama Depok Cimanggis,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Utara
625,*****,Pelaksana Kantor Pelayanan Pajak Pratama Ciawi,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Utara
626,*****,Pelaksana Kantor Pelayanan Pajak Pratama Cimahi,Pelaksana Kantor Pelayanan Pajak Madya Jakarta Utara
627,*****,Pelaksana Kantor Pelayanan Pajak Pratama Wonosari,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Utara
628,*****,Pelaksana Kantor Pelayanan Pajak Pratama Karanganyar,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Utara
629,*****,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Utara
630,*****,Pelaksana Kantor Pelayanan Pajak Pratama Magelang,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Utara
631,*****,Pelaksana Kantor Pelayanan Pajak Pratama Indramayu,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Utara
632,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sukoharjo,Pelaksana Kantor Pelayanan Pajak Madya Dua Jakarta Utara
633,*****,Pelaksana Kantor Pelayanan Pajak Pratama Majalaya,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Penjaringan
634,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bangkalan,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Penjaringan
635,*****,Pelaksana Kantor Pelayanan Pajak Pratama Surakarta,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Penjaringan
636,*****,Pelaksana Kantor Wilayah DJP Sumatera Barat dan Jambi,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Penjaringan
637,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jepara,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok
638,*****,Pelaksana Kantor Pelayanan Pajak Pratama Jombang,Pelaksana Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok
